log N,lambda,"log Rg,mean","Rg,std","log Rg,thry","log Rg, var err"
6.931471805599453,0.0,6.777928259666102,358.7375611669985,5.139712336371398,0.0015847902671317
6.931471805599453,0.05,6.669894615278095,326.01473369601666,5.139712336371398,0.0015102068304124
6.931471805599453,0.1,6.60139085196203,301.9077002183857,5.139712336371398,0.0013447369967885
6.931471805599453,0.15,6.5309204649226,291.77733023706435,5.139712336371398,0.0014154163803424
6.931471805599453,0.2,6.4755882640140445,276.64807177718427,5.139712336371398,0.0014165840502664
6.931471805599453,0.25,6.311997561598777,237.25540559728495,5.139712336371398,0.0012363695044321
6.931471805599453,0.3,6.02125219340512,188.07293504190824,5.139712336371398,0.0011713890405428
6.931471805599453,0.35,5.161156018594943,95.00627411206789,5.139712336371398,0.0010245871336828
6.931471805599453,0.4,3.917071298892845,7.332852023254325,5.139712336371398,1.7555634289579395e-06
6.931471805599453,0.45,3.575906723481496,2.309235491300526,5.139712336371398,5.8418470046189936e-08
6.931471805599453,0.5,3.364027852490303,1.1829303350529154,5.139712336371398,9.82834261033202e-09
6.931471805599453,0.55,3.124687445447706,0.7043279877850821,5.139712336371398,4.497069842204153e-09
6.931471805599453,0.6,2.9351267852525966,0.3184238980837747,5.139712336371398,8.024694995639143e-10
6.931471805599453,0.65,2.8562284799451945,0.1969540859614027,5.139712336371398,2.7418034487043287e-10
6.931471805599453,0.7,2.812340555027048,0.1448559354727353,5.139712336371398,1.4314481038045242e-10
6.931471805599453,0.75,2.782855180524942,0.1167045777843475,5.139712336371398,9.335323143592297e-11
6.931471805599453,0.8,2.7609166531138047,0.0985510885826788,5.139712336371398,6.710349009717921e-11
6.931471805599453,0.85,2.7435711310459867,0.0863901390285709,5.139712336371398,5.2470157537738666e-11
6.931471805599453,0.9,2.7293336505195045,0.0776948982427488,5.139712336371398,4.369809981790383e-11
6.931471805599453,0.95,2.7201091263173645,0.0914829358727894,5.139712336371398,1.1135537861508151e-10
6.931471805599453,1.0,2.711471539930703,0.0851723209791923,5.139712336371398,9.86442005047946e-11
